startYear	YearMinMax	overviewNLP	genres1	leading_role	second_role	third_role	leading_director	production_companies_name_hash_0	directors_hash_1	Title	genres_hash_0	genres_hash_1	genres_hash_2
2011	23.89380530973448	indigenous clan - based people living harmony nature find way life threatened violent interlopers another culture arrive intent seizing natural resources enslaving warriors rainbow seediq bale part 1 sun flag part one two - part four - hour taiwanese edition film warriors rainbow	Action	Masanobu Andô	"""Junichi Haruta"""	Sabu Kawahara	Te-Sheng Wei	0.0	0.0	Warriors of the Rainbow	0.0	0.0	0.0
2001	21.50442477876106	widowed mother son change mysterious stranger enters lives	Drama	Anthony Hopkins	Anton Yelchin	Hope Davis	Scott Hicks	0.0	0.0	Coeurs perdus en Atlantide	0.0	0.0	0.0
1984	17.442477876106132	alien takes form young widow 's husband asks drive wisconsin arizona government tries stop	Romance	Jeff Bridges	Karen Allen	Charles Martin Smith	John Carpenter	0.0	0.0	Starman	0.0	1.0	0.0
2002	21.743362831858363	film french film industry 1942 1944 nazi occupation film focuses assistant director resistance fighter jean devaivre screenwriter jean aurenche aurenche move n't write anything collaborationist devaivre dangerous political activity devaivre also works german production company continental respected hand aurenche 's scriptwriting n't help lives womanizer causes procrastinate	Biography	Jacques Gamblin	Denis Podalydès	Charlotte Kady	Bertrand Tavernier	-1.0	0.0	Laissez-passer	0.0	0.0	0.0
1950	9.318584070796469	londoner harry fabian second - rate con man looking angle years putting harry 's schemes girlfriend mary becomes fed taps yet another loan	Crime	Richard Widmark	Gene Tierney	Googie Withers	Jules Dassin	0.0	0.0	Les forbans de la nuit	0.0	1.0	0.0
2022	26.522123893805293	discovering once - in - a - lifetime player rocky past abroad luck basketball scout takes upon bring phenom states without team 's approval odds one final shot prove takes make nba	Comedy	Adam Sandler	Queen Latifah	Juancho Hernangomez	Jeremiah Zagar	0.0	-1.0	Le haut du panier	0.0	0.0	0.0
1981	16.725663716814125	frank expert professional safecracker specialized high - profile diamond heists plans use ill - gotten income retire crime build nice life complete home wife kids accelerate process signs top gangster big score	Action	James Caan	Tuesday Weld	Willie Nelson	Michael Mann	-1.0	0.0	Le Solitaire	0.0	1.0	0.0
1987	18.159292035398234	michel mortez travels around france hosting radio game show created 25 years ago famous among average frenchmen rivetot assistant technician always goes one knows really lies mortez 's appearance playful juan program canceled rivetot delays telling mortez long possible ... malicious tender bitter comedy also shows nostalgia	Comedy	Gérard Jugnot	Jean Rochefort	Sylvie Granotier	Patrice Leconte	0.0	0.0	Tandem	0.0	0.0	0.0
1948	8.840707964601766	stroud crime magazine 's crusading editor post - pone vacation wife glamorous blonde murdered assigned publishing boss janoth find killer investigation proceeds conclusion stroud must try disrupt ordinarily brilliant investigative team increasingly build evidence albeit wrong killer	Crime	Ray Milland	"""Maureen OSullivan"""	Charles Laughton	John Farrow	0.0	0.0	La grande horloge	0.0	1.0	0.0
1960	11.707964601769888	victorian englishman travels far future finds humanity divided two hostile species	Adventure	Rod Taylor	Alan Young	Yvette Mimieux	George Pal	-1.0	0.0	La Machine à explorer le temps	0.0	2.0	0.0
1934	5.495575221238939	young man finds attracted cold unfeeling waitress may ultimately destroy	Drama	Bette Davis	Leslie Howard	Frances Dee	John Cromwell	0.0	0.0	L'emprise	0.0	0.0	0.0
1975	15.292035398230016	early 1900s miranda attends girls boarding school australia one valentine 's day school 's typically strict headmistress treats girls picnic field trip unusual scenic volcanic formation called hanging rock despite rules miranda several girls venture 's end day faculty realizes girls one teachers disappeared mysteriously	Drama	Rachel Roberts	Anne-Louise Lambert	Vivean Gray	Peter Weir	0.0	-1.0	Pique-nique à Hanging Rock	0.0	0.0	0.0
2017	25.32743362831858	story august pullman – boy facial differences – enters fifth grade attending mainstream elementary school first time	Drama	Jacob Tremblay	Owen Wilson	Izabela Vidovic	Stephen Chbosky	-1.0	0.0	Wonder	0.0	0.0	0.0
1974	15.053097345132713	terminally ill man frames murder allow family collect reward money successful operation escapes police custody searches real killer	Drama	Amitabh Bachchan	Parveen Babi	Pran Sikand	Ravi Tandon	0.0	1.0	Majboor	0.0	1.0	0.0
2018	25.56637168141589	odette 8 - yr - old girl loves dance draw become adult odette realizes abused immerses body soul career dancer trying deal past	Comedy	Andréa Bescond	Karin Viard	Clovis Cornillac	Andréa Bescond	-1.0	0.0	Les chatouilles	0.0	0.0	0.0
2012	24.132743362831782	united states first time indian housewife limited command english turns manhattan personal language school	Comedy	Sridevi	Adil Hussain	Mehdi Nebbou	Gauri Shinde	0.0	0.0	English Vinglish	0.0	0.0	0.0
2009	23.415929203539775	two neighbours clash argument becomes less proposed building alterations wider battle class social status hugely impressive building question example le corbusier residential home latin america adding poignancy argument	Thriller	Teófilo Mendoza	Rafael Spregelburd	Eugenia Alonso	Mariano Cohn	0.0	0.0	L'homme d'à côté	0.0	1.0	0.0
2004	22.221238938053066	young photographer thun girlfriend jane discover mysterious shadows photographs fleeing scene accident investigate phenomenon find photographs contain similar supernatural images thun 's best friends haunted well jane discovers boyfriend told everything soon becomes clear escape past	Horror	Ananda Everingham	Natthaweeranuch Thongmee	Achita Sikamana	Banjong Pisanthanakun	0.0	0.0	Shutter	1.0	1.0	0.0
2002	21.743362831858363	man milan played johnny hallyday steps train small french village waits day rob town bank runs old retired poetry teacher named m. manesquier jean rochefort two men strike strange friendship explore road taken wanting live 's life	Crime	Jean Rochefort	Johnny Hallyday	Jean-François Stévenin	Patrice Leconte	2.0	0.0	L'homme du train	0.0	0.0	0.0
1976	15.530973451327416	small city brazil flor cooking teacher marries vadinho handsome erotic man married finds good - for - nothing takes money gamble death flor misses goods marriage marries correct gentleman owner drugstore 's happy man misses erotic moments previous husband one day vadinho comes back ghost quench desires	Comedy	Sonia Braga	José Wilker	Mauro Mendonça	Bruno Barreto	-1.0	0.0	Dona Flor et ses deux maris	0.0	0.0	0.0
2002	21.743362831858363	true story pianist władysław szpilman 's experiences warsaw nazi occupation jews city find forced ghetto szpilman finds work playing café family deported 1942 stays behind works laborer eventually goes hiding ruins war - torn city	Biography	Adrien Brody	Thomas Kretschmann	Frank Finlay	Roman Polanski	-1.0	0.0	Le pianiste	0.0	0.0	0.0
2017	25.32743362831858	2026 four years infamous sword art online incident revolutionary new form technology emerged augma device utilizes augmented reality system unlike virtual reality nervegear amusphere perfectly safe allows players use conscious creating instant hit market popular application augma game ordinal scale immerses players fantasy role - playing game player rankings rewards following new craze kirito 's friends dive game despite reservations system kirito eventually joins first appears fun games soon find game seems ...	Action	Yoshitsugu Matsuoka	Haruka Tomatsu	Kanae Itô	Tomohiko Itô	1.0	0.0	Sword Art Online: Ordinal Scale	0.0	1.0	0.0
1995	20.07079646017695	look president richard m. nixon — a man carrying fate world shoulders battling self - destructive demands within — spanning troubled boyhood california shocking watergate scandal would end presidency	Biography	Anthony Hopkins	Joan Allen	Powers Boothe	Oliver Stone	-1.0	0.0	Nixon	0.0	0.0	0.0
1968	13.619469026548604	zatoichi forced kill young man owes debt yakuza boss moments later sister osode arrives money earned prostituting pay debts bosses true motives revealed attempts steal osode even though debt paid zatoichi realizes grievous error protects girl gang osode zatoichi caught dilemma must rely brother 's killer protection zatoichi wrestles injustice caused	Action	Shintarô Katsu	Yoshiko Mita	Makoto Satô	Kenji Misumi	0.0	0.0	La Légende de Zatoïchi : Les tambours de la colère	0.0	0.0	0.0
1999	21.026548672566356	jim mcallister well - liked high school government teacher ca n't help notice successful student tracy flick uses less ethical tactics get wants tracy runs school president jim feels poor influence student body convinces paul dim - witted popular student athlete run tracy becomes aware jim 's secret involvement race bitter feud sparked	Comedy	Matthew Broderick	Reese Witherspoon	Loren Nelson	Alexander Payne	0.0	0.0	L'Arriviste	0.0	0.0	0.0
1981	16.725663716814125	year universal century 0079 humans colonized area space lying earth moon however ambitious zabi family rulers duchy zeon grouping colonies furthest earth sparked war	Action	Tôru Furuya	Hirotaka Suzuoki	Shôzô Îzuka	Ryôji Fujiwara	0.0	-1.0	Mobile Suit Gundam film 1	0.0	1.0	0.0
2014	24.61061946902649	young man delhi tries break free controlling brothers	Crime	Shashank Arora	Ranvir Shorey	Shivani Raghuvanshi	Kanu Behl	0.0	0.0	Titli, une chronique indienne	0.0	0.0	0.0
2015	24.849557522123884	pandian son cop wannabe rowdy falls love kadambarai hearing - impaired girl wants take killivalavan gangster - politician murdered parents	Action	Vijay Sethupathi	Nayanthara	Parthiban Radhakrishnan	Vignesh Shivan	-1.0	0.0	Nanum Rowdy Than	0.0	0.0	0.0
1975	15.292035398230016	six days life wilhelm detached man without qualities wants write mother gives ticket bonn telling live train meets older man athlete 1936 olympics mute teen companion mignon 's acrobat market squares spare change	Drama	Rüdiger Vogler	Hanna Schygulla	Hans Christian Blech	Wim Wenders	0.0	0.0	Faux mouvement	0.0	0.0	0.0
2007	22.938053097345072	noemi studious devoutly religious daughter prominent rabbi convinces father postpone marriage year might study jewish seminary women ancient kabalistic seat safe	Drama	Fanny Ardant	Ania Bukstein	Michal Shtamler	Avi Nesher	0.0	0.0	Ha-Sodot	0.0	0.0	0.0
1942	7.407079646017654	new york inventor tom jeffers needs cash develop big idea adoring wife gerry geraldine decides raise divorcing marrying eccentric florida millionaire j. d. hackensacker iii	Comedy	Claudette Colbert	Joel McCrea	Mary Astor	Preston Sturges	0.0	0.0	Madame et ses flirts	0.0	0.0	0.0
1956	10.752212389380482	toy manufacturer feels ignored unappreciated wife children begins rekindle past love former employee comes back life	Drama	Barbara Stanwyck	Fred MacMurray	Joan Bennett	Douglas Sirk	0.0	0.0	Demain est un autre jour	0.0	0.0	0.0
1981	16.725663716814125	norman ethel thayer summer golden pond filled conflict resolution daughter chelsea arrives family forced renew bonds love overcome generational friction existed years	Drama	Katharine Hepburn	Henry Fonda	Jane Fonda	Mark Rydell	0.0	0.0	La maison du lac	0.0	0.0	0.0
2006	22.69911504424777	northern brazil hermila patiently waits husband however abandoned sexy restless resolute raffles ` ` night paradise '' beautifully - shot portrait n't shy away burdens young scarred woman also celebrates courage live according rules	Drama	Hermila Guedes	Maria Menezes	Zezita Matos	Karim Aïnouz	0.0	0.0	Le ciel de Suely	0.0	0.0	0.0
1974	15.053097345132713	sixth final film lone wolf cub series final conflict ogami itto yagyu clan carried	Action	Tomisaburô Wakayama	Akihiro Tomikawa	Junko Hitomi	Yoshiyuki Kuroda	0.0	1.0	Baby Cart: Le paradis blanc de l'enfer	0.0	0.0	0.0
2007	22.938053097345072	recent widow invites husband 's troubled best friend live two children gradually turns life around helps family cope confront loss	Drama	Halle Berry	Benicio Del Toro	Alison Lohman	Susanne Bier	0.0	0.0	Nos souvenirs brûlés	0.0	0.0	0.0
1982	16.96460176991143	sabine vows give married lovers determined find good husband best friend clarisse introduces cousin edmond busy lawyer paris sabine pursues edmond encouragement clarisse edmond seem interested	Comedy	Béatrice Romand	André Dussollier	Féodor Atkine	Éric Rohmer	-1.0	0.0	Le beau mariage	0.0	0.0	0.0
2006	22.69911504424777	akeelah precocious 11 - year - old girl south los angeles gift words despite mother 's objections akeelah enters various spelling contests tutored forthright dr . larabee principal mr . welch proud residents neighborhood akeelah 's aptitude earns opportunity compete spot scripps national spelling bee	Drama	Angela Bassett	Laurence Fishburne	Keke Palmer	Doug Atchison	0.0	0.0	Akeelah	0.0	0.0	0.0
2013	24.37168141592918	spain 1966 . english teacher travels almería hears john lennon making film befriends 16 - year - old boy run away home young girl also seems running away something	Comedy	Javier Cámara	Natalia de Molina	Francesc Colomer	David Trueba	1.0	0.0	Vivre est facile avec les yeux fermés	0.0	0.0	0.0
1943	7.64601769911496	harsh childhood orphan jane eyre hired edward rochester brooding lord mysterious manor house care young daughter	Drama	Orson Welles	Joan Fontaine	"""Margaret OBrien"""	Robert Stevenson	0.0	0.0	Jane Eyre	0.0	0.0	0.0
2007	22.938053097345072	leonard schiller counted among new york 's literary lions illness ten years writer 's block lowered profile almost point obscurity heather wolfe ambitious literature major asks interview thesis work interest forces address issues avoided years stirs feelings long forgotten much daughter 's consternation	Drama	Frank Langella	Lauren Ambrose	Patti Perkins	Andrew Wagner	1.0	0.0	Starting Out in the Evening	0.0	0.0	0.0
